Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,season
1189,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,29.0,1995.0,33,24,2108,23.4,0,3,3,0,0,0,11,0,1.1,1.1,3.1,4.2,0.13,0.18,20,87,27,22,1,4.5,0.94,0.04,0.0,0.0,22.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,737,970,76.0,11688,4132,3,3.1,2.6,-0.1,33,76,15,3,87,856,106,34,1,2,71,1,54,41,2,0,737,66,36,20,33,13,62,45.2,34,31,14,17,22,88,28,3,67,2.86,42,17,1,2,5,0,6,0.26,1203,48,295,615,308,17,1203,16,5,31.3,7,43.8,532,2718,1276,20,24,1,21,30,659,27,11,0,0,65,31,0,71,22,36,0,1,0,121,19,18,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1190,Dean Huijsen,es ESP,DF,Bournemouth,eng Premier League,19.0,2005.0,32,26,2427,27.0,3,2,5,3,0,0,10,0,1.9,1.9,2.0,3.9,0.19,0.14,41,132,10,18,3,16.7,0.67,0.11,0.17,1.0,11.9,0,0,0,1.9,1.9,0.1,1.1,1.1,1355,1625,83.4,27219,10928,2,2.0,1.6,0.0,15,180,7,2,132,1566,53,32,2,15,12,6,0,0,0,0,1355,36,26,19,16,1,29,62.1,11,40,29,11,51,87,198,4,43,1.59,40,1,0,1,1,0,3,0.11,2021,254,915,971,145,30,2021,5,2,40.0,3,60.0,1118,7072,4349,41,31,0,20,1,1271,10,10,0,0,31,10,2,12,51,26,0,0,0,105,68,44,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1191,Mats Hummels,de GER,DF,Roma,it Serie A,35.0,1988.0,14,11,915,10.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,0.0,0.05,4,26,1,8,1,12.5,0.79,0.1,0.0,0.0,15.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,389,437,89.0,7200,2611,0,0.1,0.1,-0.1,2,15,0,0,26,421,16,13,1,0,2,1,0,0,0,0,389,30,15,16,14,0,18,61.1,7,12,4,8,26,56,43,0,8,0.79,6,0,1,0,1,0,1,0.1,560,57,222,313,29,10,560,6,4,66.7,2,33.3,279,1306,637,4,9,0,0,1,324,1,1,0,0,9,4,0,2,26,15,0,0,1,41,23,15,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1192,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,eng Premier League,20.0,2003.0,31,30,2583,28.7,3,2,5,3,0,0,5,0,2.9,2.9,3.5,6.4,0.17,0.22,97,75,159,45,18,40.0,1.57,0.63,0.07,0.17,19.6,4,0,0,2.9,2.9,0.06,0.1,0.1,690,885,78.0,10875,2022,2,3.5,2.5,-1.5,31,45,27,15,75,807,70,1,4,2,81,8,5,5,0,0,690,32,13,14,10,8,48,27.1,35,27,2,25,11,43,15,1,81,2.82,59,0,9,6,5,2,6,0.21,1259,17,200,516,567,92,1259,137,51,37.2,68,49.6,779,6035,2976,97,39,37,80,58,893,159,5,0,0,30,46,6,81,11,13,0,0,0,110,6,26,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1193,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,30.0,1994.0,11,4,424,4.7,0,3,3,0,0,0,2,1,0.2,0.2,1.6,1.8,0.64,0.38,4,14,18,2,0,0.0,0.42,0.0,0.0,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,214,264,81.1,3839,922,3,1.6,1.1,1.4,6,19,9,6,14,230,34,3,1,1,18,31,0,0,0,0,214,11,6,6,5,0,3,100.0,0,5,2,3,5,16,21,0,10,2.12,8,0,1,1,0,0,3,0.64,318,19,85,149,89,10,318,6,3,50.0,3,50.0,153,683,262,4,6,1,5,0,183,18,2,1,1,5,1,0,18,5,6,0,0,0,20,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1197,Rasmus Højlund,dk DEN,FW,Manchester Utd,eng Premier League,21.0,2003.0,32,23,2004,22.3,4,0,4,4,0,0,2,0,5.3,5.3,1.8,7.1,0.18,0.32,28,18,101,32,13,40.6,1.44,0.58,0.13,0.31,12.9,0,0,0,5.3,5.3,0.16,-1.3,-1.3,251,336,74.7,2741,486,0,1.8,1.1,-1.8,16,14,5,1,18,310,23,0,2,0,8,0,0,0,0,0,251,3,1,0,2,1,5,0.0,5,6,0,6,2,5,6,0,34,1.53,22,0,3,5,4,0,1,0.04,515,6,36,251,237,74,515,33,9,27.3,21,63.6,308,1516,655,28,13,17,63,33,408,101,2,0,0,17,28,13,8,2,1,1,0,0,35,31,94,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1198,Pablo Ibáñez,es ESP,MF,Osasuna,es La Liga,25.0,1998.0,28,13,1294,14.4,1,1,2,1,0,0,4,0,1.6,1.6,1.6,3.2,0.14,0.22,21,51,31,20,5,25.0,1.39,0.35,0.05,0.2,20.8,0,0,0,1.6,1.6,0.08,-0.6,-0.6,384,513,74.9,6247,1346,1,1.6,0.4,-0.6,6,35,4,2,51,494,14,4,2,5,13,4,1,0,0,0,384,20,10,7,12,1,40,25.0,30,20,7,13,18,38,21,0,20,1.39,14,0,1,1,3,1,4,0.28,673,20,109,391,185,31,673,27,13,48.1,10,37.0,368,2294,985,21,20,3,20,16,423,31,4,0,0,28,29,0,13,18,10,0,0,0,56,19,24,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1200,Arijon Ibrahimović,de GER,MF,Lazio,it Serie A,18.0,2005.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.85,0,0,0,2,0,0.0,22.5,0.0,0.0,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,4,75.0,31,0,0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,11.25,0,0,0,1,0,0,0,0.0,6,0,0,3,3,0,6,0,0,,0,,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1202,Stanis Idumbo,be BEL,"FW,MF",Sevilla,es La Liga,19.0,2005.0,14,3,284,3.2,1,1,2,1,0,0,0,0,0.6,0.6,0.7,1.3,0.63,0.42,10,8,20,4,2,50.0,1.27,0.63,0.25,0.5,23.5,0,0,0,0.6,0.6,0.16,0.4,0.4,63,76,82.9,1003,217,1,0.7,0.1,0.3,6,2,1,0,8,72,3,0,1,0,0,3,0,0,0,0,63,9,5,3,4,2,5,60.0,2,3,1,2,4,13,2,0,7,2.21,7,0,0,0,0,0,1,0.32,130,6,26,54,55,6,130,19,9,47.4,9,47.4,88,704,332,10,5,4,12,11,91,20,0,0,0,1,7,0,0,4,5,0,0,0,19,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1203,Jay Idzes,id IDN,DF,Venezia,it Serie A,24.0,2000.0,35,35,3127,34.7,1,0,1,1,0,0,5,0,1.8,1.8,0.7,2.5,0.03,0.07,15,84,15,15,3,20.0,0.43,0.09,0.07,0.33,12.3,0,0,0,1.8,1.8,0.12,-0.8,-0.8,1457,1694,86.0,26675,9202,0,0.7,0.4,-0.7,8,65,4,1,84,1483,211,80,1,3,6,105,0,0,0,0,1457,45,29,24,17,4,33,51.5,16,52,32,20,32,77,156,0,24,0.69,18,3,0,2,1,0,0,0.0,2078,274,1067,890,128,33,2078,7,1,14.3,5,71.4,1051,5275,2738,15,12,0,31,7,1166,15,5,0,0,50,12,3,6,32,29,0,3,0,113,57,81,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1204,Iglesias,es ESP,DF,Getafe,es La Liga,26.0,1998.0,37,32,2888,32.1,0,1,1,0,0,0,4,0,1.6,1.6,2.2,3.8,0.03,0.12,32,84,67,21,3,14.3,0.65,0.09,0.0,0.0,25.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6,686,1202,57.1,13129,6832,1,2.2,1.8,-1.2,20,84,24,14,84,843,349,26,0,14,84,323,0,0,0,0,686,81,47,42,33,6,90,51.1,44,47,8,39,50,131,133,1,59,1.84,30,16,4,3,5,1,5,0.16,1627,104,471,763,412,15,1627,32,13,40.6,16,50.0,554,2779,1355,32,37,4,36,15,569,67,4,0,0,45,41,1,84,50,47,0,0,0,107,35,38,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1205,Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,31.0,1993.0,37,24,1952,21.7,11,3,14,11,0,0,2,0,9.3,9.3,3.2,12.6,0.65,0.58,22,28,108,46,28,60.9,2.12,1.29,0.24,0.39,13.4,0,0,0,9.3,9.3,0.2,1.7,1.7,346,489,70.8,4981,820,3,3.2,1.4,-0.2,18,20,9,0,28,425,56,1,8,8,6,2,0,0,0,0,346,10,9,2,5,3,15,26.7,11,9,2,7,7,17,10,0,36,1.66,25,1,0,5,5,0,7,0.32,685,16,48,362,284,83,685,32,11,34.4,18,56.3,396,1588,536,22,13,13,62,32,514,108,2,0,0,40,34,14,6,7,9,2,0,0,46,14,27,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1206,Igor,br BRA,DF,Brighton,eng Premier League,26.0,1998.0,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,0.0,0.02,9,49,1,1,0,0.0,0.09,0.0,0.0,,14.1,0,0,0,0.0,0.0,0.05,0.0,0.0,671,730,91.9,12145,3851,0,0.2,0.3,-0.2,2,39,2,1,49,680,48,12,3,4,4,11,0,0,0,0,671,5,5,2,2,1,10,40.0,6,24,14,10,4,9,39,1,14,1.31,12,0,1,0,1,0,0,0.0,816,109,385,381,54,1,816,6,5,83.3,1,16.7,530,2962,1837,9,14,0,1,0,606,1,4,0,0,9,6,0,4,4,5,0,0,0,42,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1207,Kelechi Iheanacho,ng NGA,FW,Sevilla,es La Liga,27.0,1996.0,9,5,400,4.4,0,0,0,0,0,0,0,0,1.5,1.5,0.3,1.8,0.0,0.41,6,5,17,9,2,22.2,2.03,0.45,0.0,0.0,13.9,0,0,0,1.5,1.5,0.16,-1.5,-1.5,60,80,75.0,831,125,0,0.3,0.2,-0.3,5,1,1,0,5,76,4,0,0,2,0,1,0,0,0,0,60,1,0,0,1,0,3,33.3,2,0,0,0,0,1,1,0,12,2.7,8,0,1,3,0,0,0,0.0,108,2,9,50,49,14,108,4,2,50.0,2,50.0,60,236,126,6,3,2,10,4,81,17,0,0,0,5,1,7,0,0,0,0,0,0,7,2,8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1208,Jonathan Ikone,fr FRA,FW,Como,it Serie A,26.0,1998.0,13,5,540,6.0,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,0.33,0.32,23,17,55,16,5,31.3,2.67,0.83,0.13,0.4,13.0,0,0,0,1.8,1.8,0.11,0.2,0.2,136,168,81.0,1947,407,0,0.2,0.6,-0.2,2,8,7,0,17,164,4,0,4,1,1,3,0,0,0,0,136,15,9,4,3,8,11,54.5,5,5,1,4,0,15,1,1,14,2.33,7,0,2,2,2,1,3,0.5,257,4,26,110,125,31,257,29,8,27.6,20,69.0,168,1060,612,23,11,12,9,14,188,55,1,0,0,3,7,2,1,0,9,0,0,0,18,4,1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1209,Jonathan Ikone,fr FRA,"FW,MF",Fiorentina,it Serie A,26.0,1998.0,14,1,334,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,0.0,0.23,12,13,39,9,5,55.6,2.43,1.35,0.0,0.0,14.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8,86,102,84.3,1227,271,0,0.1,0.4,-0.1,2,7,4,0,13,100,2,2,0,1,1,0,0,0,0,0,86,5,2,3,2,0,4,50.0,2,3,0,3,1,6,1,0,13,3.5,8,0,2,1,2,0,0,0.0,148,2,21,52,79,19,148,17,7,41.2,9,52.9,101,790,399,12,9,4,4,7,110,39,0,0,0,3,7,0,1,1,2,0,0,0,19,0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1212,Ivan Ilić,rs SRB,MF,Torino,it Serie A,23.0,2001.0,19,9,920,10.2,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.1,0.1,0.2,24,45,41,11,4,36.4,1.08,0.39,0.09,0.25,21.9,2,0,0,0.9,0.9,0.09,0.1,0.1,451,541,83.4,7640,1954,0,1.1,0.9,-1.1,9,39,16,3,45,502,37,18,2,3,27,8,11,8,1,0,451,5,2,0,4,1,8,25.0,6,0,0,0,5,10,10,0,31,3.03,23,4,0,1,3,0,6,0.59,619,12,73,373,177,11,619,15,6,40.0,4,26.7,412,2225,997,24,18,1,19,9,477,41,4,0,0,11,23,1,27,5,2,0,0,0,28,4,14,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1214,Samuel Iling-Junior,eng ENG,"FW,MF",Bologna,it Serie A,20.0,2003.0,7,0,118,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,0.76,0.19,5,7,27,4,1,25.0,3.05,0.76,0.25,1.0,19.0,0,0,0,0.1,0.1,0.03,0.9,0.9,62,87,71.3,1038,245,0,0.1,0.2,-0.1,1,4,3,1,7,82,5,3,0,1,9,1,1,0,0,0,62,3,2,1,1,1,1,0.0,1,1,0,1,2,5,2,0,7,5.29,6,0,1,0,0,0,0,0.0,110,0,7,31,73,6,110,7,3,42.9,4,57.1,64,367,190,5,4,1,3,1,79,27,0,0,0,2,1,0,9,2,2,0,0,0,8,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1215,Danny Ings,eng ENG,"FW,MF",West Ham,eng Premier League,32.0,1992.0,15,1,284,3.2,1,2,3,1,0,0,0,0,2.3,2.3,1.3,3.5,0.95,1.12,6,5,29,14,5,35.7,4.44,1.58,0.07,0.2,15.5,0,0,0,2.3,2.3,0.16,-1.3,-1.3,63,92,68.5,830,126,2,1.3,0.1,0.7,6,4,1,0,5,86,5,0,1,0,3,0,0,0,0,0,63,4,2,2,2,0,3,33.3,2,5,0,5,1,5,4,0,12,3.8,7,0,1,3,1,0,2,0.63,139,2,15,51,73,27,139,7,4,57.1,2,28.6,63,324,118,6,0,2,6,6,96,29,0,0,0,0,2,0,3,1,2,1,0,0,9,8,10,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1216,Alessio Iovine,it ITA,"DF,FW",Como,it Serie A,33.0,1991.0,10,3,387,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.06,9,6,8,1,0,0.0,0.23,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,170,226,75.2,3106,912,0,0.2,0.2,-0.2,3,7,3,3,6,181,45,3,0,1,17,42,0,0,0,0,170,5,2,2,3,0,10,40.0,6,7,1,6,3,8,21,1,5,1.16,2,2,0,0,1,0,0,0.0,266,13,86,120,62,4,266,1,1,100.0,0,0.0,120,637,339,9,8,2,1,0,149,8,2,0,0,5,6,0,17,3,2,0,0,0,16,2,7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1217,Tim Iroegbunam,eng ENG,MF,Everton,eng Premier League,21.0,2003.0,18,5,574,6.4,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,0.16,0.07,8,15,9,5,0,0.0,0.78,0.0,0.0,,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,115,158,72.8,1921,621,1,0.2,0.1,0.8,3,10,1,0,15,156,0,0,0,0,1,0,0,0,0,0,115,29,14,14,10,5,23,60.9,9,18,4,14,16,45,12,1,10,1.57,6,0,1,0,1,2,1,0.16,269,24,89,127,60,12,269,20,8,40.0,8,40.0,127,744,379,8,10,2,11,18,113,9,4,0,0,15,12,0,1,16,14,0,0,0,51,11,4,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1219,Andy Irving,sct SCO,MF,West Ham,eng Premier League,24.0,2000.0,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0.0,0.19,0,9,4,4,2,50.0,2.17,1.08,0.0,0.0,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,109,124,87.9,1705,439,0,0.2,0.1,-0.2,1,14,1,1,9,120,2,2,1,0,2,0,0,0,0,0,109,7,4,3,3,1,5,20.0,4,5,1,4,1,8,5,0,5,2.68,4,0,1,0,0,0,0,0.0,150,7,37,89,24,0,150,1,1,100.0,0,0.0,73,305,137,0,1,0,1,3,104,4,2,0,0,6,1,0,2,1,4,0,0,0,10,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1220,Alexander Isak,se SWE,FW,Newcastle Utd,eng Premier League,24.0,1999.0,34,34,2756,30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,0.82,0.81,83,88,217,95,41,43.2,3.1,1.34,0.2,0.46,14.5,3,4,4,20.3,17.2,0.18,2.7,1.8,519,689,75.3,7434,1644,6,4.3,3.6,1.7,41,35,31,1,88,606,77,0,6,3,16,9,3,0,0,0,519,12,5,2,3,7,15,33.3,10,18,2,16,3,15,17,1,92,3.01,70,1,8,9,2,2,14,0.46,1025,20,57,386,596,189,1021,91,42,46.2,47,51.6,615,3723,1861,83,42,43,66,55,740,217,1,0,0,27,14,20,16,3,5,1,0,0,55,26,55,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1221,Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,23.0,2001.0,37,29,2210,24.6,4,2,6,4,0,0,5,0,5.2,5.2,2.1,7.3,0.24,0.3,95,46,249,54,24,44.4,2.2,0.98,0.07,0.17,18.9,0,0,0,5.2,5.2,0.1,-1.2,-1.2,610,796,76.6,10259,1771,2,2.1,2.8,-0.1,35,19,24,10,46,721,71,12,2,5,110,9,50,41,2,0,610,16,9,7,8,1,28,25.0,21,22,2,20,10,26,21,1,93,3.79,53,11,14,7,8,0,9,0.37,1084,17,105,393,609,120,1084,105,44,41.9,46,43.8,698,5227,2521,95,56,53,46,31,805,249,5,0,0,23,46,3,110,10,9,1,0,0,68,13,24,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1222,Isco,es ESP,MF,Betis,es La Liga,32.0,1992.0,22,17,1547,17.2,9,8,17,4,5,6,5,0,8.6,3.9,4.4,8.2,0.7,0.76,38,152,112,38,9,23.7,2.21,0.52,0.11,0.44,22.0,4,5,6,8.6,3.9,0.1,0.4,0.1,957,1173,81.6,16027,4614,8,4.4,3.9,3.6,61,120,31,5,152,1027,143,60,6,27,92,5,72,28,28,0,957,20,13,3,13,4,28,25.0,21,10,0,10,11,31,7,0,111,6.46,75,24,3,4,3,2,14,0.81,1381,9,96,663,638,68,1375,59,27,45.8,28,47.5,893,4677,2047,38,54,5,54,27,1059,112,5,0,0,23,44,4,92,11,13,0,0,0,71,13,21,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1224,Ardian Ismajli,al ALB,DF,Empoli,it Serie A,27.0,1996.0,29,29,2508,27.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,0.0,0.01,3,38,1,5,0,0.0,0.18,0.0,0.0,,9.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,872,1005,86.8,17912,6132,0,0.0,0.1,0.0,2,12,0,0,38,940,64,53,0,2,0,1,0,0,0,0,872,30,23,21,9,0,20,80.0,4,35,24,11,56,86,249,3,8,0.29,6,1,0,0,0,1,1,0.04,1410,245,881,531,8,7,1410,0,0,,0,,592,2728,1078,3,2,0,8,3,668,1,3,0,0,21,29,0,0,56,23,0,0,0,83,77,54,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1229,Diego Iturralde,es ESP,FW,Sevilla,es La Liga,21.0,2003.0,1,1,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.21,0,0,1,1,0,0.0,2.43,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,5,7,71.4,53,0,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,16,1,6,5,5,1,16,1,0,0.0,1,100.0,9,23,3,0,0,0,2,0,10,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1231,Alex Iwobi,ng NGA,"FW,MF",Fulham,eng Premier League,28.0,1996.0,38,35,2981,33.1,9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,0.45,0.36,144,213,246,68,29,42.6,2.05,0.88,0.13,0.31,18.3,0,0,0,4.7,4.7,0.07,4.3,4.3,1150,1532,75.1,19530,5723,6,7.0,7.0,-1.0,59,115,86,19,213,1487,39,7,15,21,126,24,2,0,1,0,1150,44,25,14,21,9,34,64.7,12,26,1,25,14,58,29,1,122,3.68,106,0,8,6,2,0,16,0.48,1861,33,244,748,895,116,1861,97,48,49.5,42,43.3,1312,8012,4367,144,105,37,62,40,1447,246,1,0,0,19,18,5,126,14,25,0,0,0,140,7,31,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1232,Armando Izzo,it ITA,DF,Monza,it Serie A,32.0,1992.0,30,28,2435,27.1,1,1,2,1,0,0,12,0,0.4,0.4,0.8,1.2,0.07,0.05,12,72,12,6,2,33.3,0.22,0.07,0.17,0.5,13.7,0,0,0,0.4,0.4,0.07,0.6,0.6,1305,1485,87.9,24799,7620,1,0.8,0.3,0.2,11,55,6,1,72,1361,123,75,2,7,8,26,0,0,0,0,1305,40,15,30,9,1,36,50.0,18,38,28,10,45,85,101,0,20,0.74,19,1,0,0,0,0,2,0.07,1768,264,1037,652,93,14,1768,9,6,66.7,2,22.2,1009,4605,2241,12,14,0,21,6,1085,12,12,0,0,65,47,0,8,45,15,0,0,0,90,52,64,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1233,Fellipe Jack,br BRA,DF,Como,it Serie A,18.0,2006.0,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.03,2,8,1,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,77,98,78.6,1441,479,0,0.1,0.0,-0.1,1,6,1,0,8,88,10,4,0,1,0,5,0,0,0,0,77,9,4,8,1,0,5,60.0,2,2,2,0,4,13,5,0,2,1.05,2,0,0,0,0,0,0,0.0,127,10,74,48,5,1,127,1,0,0.0,1,100.0,62,281,188,2,1,0,5,0,71,1,2,0,0,5,1,0,0,4,4,0,0,0,4,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1234,Nicolas Jackson,sn SEN,FW,Chelsea,eng Premier League,23.0,2001.0,30,28,2220,24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,0.61,0.67,47,38,129,76,34,44.7,3.08,1.38,0.13,0.29,12.9,0,0,0,12.3,12.3,0.16,-2.3,-2.3,303,399,75.9,4088,884,5,4.3,1.9,0.7,28,22,10,1,38,385,12,1,1,0,3,4,0,0,0,0,303,22,13,6,7,9,10,50.0,5,15,2,13,3,25,15,0,69,2.8,42,0,9,7,9,2,10,0.41,687,19,50,285,361,141,687,61,18,29.5,32,52.5,417,2510,1316,47,25,32,71,41,514,129,7,1,0,35,29,23,3,3,13,0,0,0,48,21,36,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1237,Ivan Jaime Pajuelo,es ESP,MF,Valencia,es La Liga,23.0,2000.0,9,2,297,3.3,0,0,0,0,0,0,0,0,0.6,0.6,0.3,1.0,0.0,0.3,8,15,14,8,3,37.5,2.42,0.91,0.0,0.0,18.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,80,106,75.5,1220,391,0,0.3,0.3,-0.3,4,5,8,1,15,98,6,2,0,2,6,0,4,1,0,0,80,8,5,2,3,3,5,80.0,1,2,0,2,2,10,0,0,12,3.65,9,1,1,0,1,0,0,0.0,149,0,11,57,86,13,149,16,5,31.3,7,43.8,100,580,303,8,8,2,13,7,111,14,0,0,0,8,10,1,6,2,5,0,0,0,19,4,4,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
1239,Karl Jakob Hein,ee EST,GK,Valladolid,es La Liga,22.0,2002.0,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,856,1167,73.4,24822,17328,0,0.0,0.1,0.0,0,22,0,0,0,841,324,100,0,1,0,0,0,0,0,0,856,0,0,0,0,0,2,0.0,2,0,0,0,0,0,19,2,4,0.13,2,2,0,0,0,0,0,0.0,1254,1064,1237,17,0,0,1254,0,0,,0,,643,3151,1987,0,0,0,3,0,586,0,0,0,0,0,2,0,0,0,0,0,0,0,43,7,0,100.0,68.0,2.19,163.0,96.0,60.7,4.0,4.0,23.0,5.0,16.1,4.0,4.0,0.0,0.0,58.8,0.35,-8.2,-0.27,165.0,452.0,36.5,941.0,136.0,32.6,33.9,474.0,34.0,7.2,34.0,1.1,14.0,2024-2025
