Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,season
792,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35.0,1989.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,265,333,79.6,5932,3082,0,0.0,0.0,0.0,0,0,0,0,0,246,86,27,0,1,0,0,0,0,0,0,265,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,0,0,0,0.0,350,262,337,14,0,0,350,0,0,,0,,202,1043,643,0,0,0,0,0,175,0,0,0,0,0,1,0,0,0,0,0,0,0,18,4,0,100.0,12.0,1.2,41.0,29.0,70.7,7.0,0.0,3.0,5.0,50.0,0.0,0.0,0.0,0.0,12.9,0.32,0.9,0.09,18.0,80.0,22.5,273.0,54.0,15.8,25.2,127.0,10.0,7.9,11.0,1.1,15.3,2024-2025
794,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29.0,1994.0,28,27,2395,26.6,1,3,4,1,0,0,12,1,1.0,1.0,3.2,4.2,0.15,0.16,23,117,26,25,5,20.0,0.94,0.19,0.04,0.2,27.1,5,0,0,1.0,1.0,0.04,0.0,0.0,943,1204,78.3,16680,5438,3,3.2,2.6,-0.2,32,101,24,7,117,1045,153,64,3,15,89,8,66,26,32,0,943,46,27,21,22,3,64,45.3,35,28,9,19,31,77,30,4,73,2.74,45,18,2,3,4,1,7,0.26,1467,73,302,876,309,5,1467,42,25,59.5,12,28.6,711,3602,1424,23,26,2,53,22,789,26,12,1,1,51,57,0,89,31,27,0,0,0,188,14,15,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
795,Duk,cv CPV,"MF,FW",Leganés,es La Liga,24.0,2000.0,10,1,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,0.0,0.34,10,3,21,2,1,50.0,1.01,0.5,0.0,0.0,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0,33,53,62.3,463,135,0,0.7,0.4,-0.7,5,0,2,1,3,49,4,0,0,0,8,4,0,0,0,0,33,8,4,3,3,2,5,60.0,2,4,0,4,1,9,2,0,7,3.54,5,0,1,1,0,0,1,0.51,95,2,12,29,56,9,95,19,10,52.6,8,42.1,64,428,207,10,4,5,12,5,64,21,1,0,0,5,13,0,8,1,4,0,0,0,11,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
796,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28.0,1996.0,28,19,1865,20.7,7,2,9,7,0,0,4,0,5.4,5.4,3.2,8.6,0.43,0.4,55,51,173,36,19,52.8,1.74,0.92,0.19,0.37,10.5,0,0,0,5.4,5.4,0.15,1.6,1.6,603,831,72.6,9776,2992,2,3.2,2.8,-1.2,21,22,21,9,51,678,150,5,2,3,54,145,0,0,0,0,603,25,15,12,9,4,27,51.9,13,31,8,23,6,31,26,1,55,2.53,38,6,3,3,4,1,4,0.18,1047,35,182,423,457,95,1047,45,13,28.9,28,62.2,534,2737,1311,55,27,15,27,14,665,173,4,0,0,53,18,6,54,6,15,2,0,0,65,57,18,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
797,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31.0,1993.0,16,12,957,10.6,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,0.0,0.18,11,53,12,15,4,26.7,1.41,0.38,0.0,0.0,25.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,404,498,81.1,6776,1898,0,1.1,1.0,-1.1,11,37,19,4,53,463,32,16,4,6,17,2,11,1,7,0,404,17,8,4,11,2,14,35.7,9,7,2,5,8,25,8,0,32,3.01,25,4,1,2,0,0,2,0.19,587,15,93,360,142,6,587,22,13,59.1,8,36.4,311,1468,676,11,14,0,14,14,381,12,2,0,0,22,11,0,17,8,8,0,0,0,52,10,8,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
798,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32.0,1991.0,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,0.0,0.06,20,142,3,12,3,25.0,0.52,0.13,0.0,0.0,12.1,1,0,0,0.8,0.8,0.07,-0.8,-0.8,1778,1953,91.0,32940,10612,0,0.5,1.0,-0.5,6,157,6,0,142,1818,131,67,2,10,5,10,0,0,0,0,1778,17,10,8,7,2,19,57.9,8,28,18,10,13,30,79,2,19,0.82,17,0,0,2,0,0,3,0.13,2127,258,993,1031,113,21,2127,1,0,0.0,1,100.0,1341,6155,3345,20,19,0,9,3,1556,3,5,0,0,7,11,2,5,13,10,0,0,1,104,51,31,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
799,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20.0,2003.0,20,4,638,7.1,7,0,7,7,0,0,3,1,4.9,4.9,0.2,5.1,0.99,0.71,7,13,44,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0,0,0,4.9,4.9,0.16,2.1,2.1,115,163,70.6,1558,307,0,0.2,0.3,-0.2,4,10,1,0,13,155,7,0,2,0,3,0,0,0,0,0,115,8,7,1,2,5,4,25.0,3,5,0,5,0,8,13,0,18,2.54,9,0,0,4,3,2,1,0.14,263,13,36,110,122,47,263,14,3,21.4,9,64.3,133,535,267,7,7,2,16,15,192,44,3,1,0,14,15,5,3,0,7,0,0,0,19,19,19,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
800,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23.0,2001.0,27,15,1394,15.5,4,4,8,4,0,0,3,0,3.6,3.6,2.8,6.5,0.52,0.42,24,30,124,26,9,34.6,1.68,0.58,0.15,0.44,14.8,0,0,0,3.6,3.6,0.14,0.4,0.4,284,400,71.0,4181,735,4,2.8,1.0,1.2,17,21,10,3,30,375,23,0,1,3,18,7,1,0,1,0,284,17,9,4,7,6,16,31.3,11,12,3,9,8,25,18,0,30,1.94,22,0,2,4,2,0,4,0.26,584,11,68,257,265,64,584,42,12,28.6,28,66.7,338,1578,643,24,14,13,42,20,401,124,3,0,0,32,18,7,18,8,9,0,0,0,46,13,32,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
802,Hugo Duro,es ESP,FW,Valencia,es La Liga,24.0,1999.0,31,25,2166,24.1,11,2,13,10,1,1,5,0,9.4,8.6,1.3,9.9,0.5,0.44,13,28,88,48,16,33.3,1.99,0.66,0.21,0.63,11.1,1,1,1,9.4,8.6,0.18,1.6,1.4,296,428,69.2,4100,492,2,1.3,0.5,0.7,14,18,3,0,28,386,41,1,0,1,7,1,0,0,0,0,296,13,8,4,7,2,13,38.5,8,11,2,9,10,23,11,0,29,1.2,19,0,1,4,5,0,5,0.21,634,15,47,328,265,90,633,20,7,35.0,13,65.0,297,1037,364,13,8,7,58,32,471,88,5,0,0,38,50,7,7,10,8,2,1,1,46,59,101,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
804,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30.0,1993.0,24,16,1417,15.7,6,3,9,3,3,3,2,0,6.4,4.0,5.0,9.0,0.38,0.72,41,79,122,47,15,31.9,2.99,0.95,0.06,0.2,21.1,6,3,3,6.4,4.0,0.09,-0.4,-1.0,596,729,81.8,9980,2382,3,5.0,5.2,-2.0,40,47,26,5,79,645,81,26,2,16,62,5,36,11,14,2,596,17,7,3,9,5,19,42.1,11,12,1,11,2,19,2,0,84,5.34,47,19,1,6,11,0,8,0.51,909,6,67,415,439,75,906,43,11,25.6,17,39.5,595,3180,1472,41,42,17,40,28,709,122,2,0,0,6,60,6,62,2,7,2,0,0,63,8,17,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
808,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25.0,1999.0,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.02,0,5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,48,55,87.3,897,201,0,0.0,0.0,0.0,1,7,0,0,5,49,6,3,0,1,0,2,0,0,0,0,48,0,0,0,0,0,2,0.0,2,3,3,0,1,1,1,0,3,3.0,2,0,1,0,0,0,0,0.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
809,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28.0,1995.0,4,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,33,46,71.7,463,189,0,0.0,0.1,0.0,0,3,1,1,4,29,17,1,0,0,2,16,0,0,0,0,33,3,2,1,2,0,1,100.0,0,1,0,1,2,5,0,0,1,1.23,1,0,0,0,0,0,0,0.0,59,1,5,30,24,3,59,1,1,100.0,0,0.0,20,93,45,3,0,2,3,2,19,3,0,0,0,0,2,0,2,2,2,0,0,0,6,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
810,Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18.0,2006.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,26,18,0,0.0,0.0,0.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,0,0,2,1,0,3,0,0,,0,,3,28,12,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
811,Ederson,br BRA,GK,Manchester City,eng Premier League,30.0,1993.0,26,26,2320,25.8,0,4,4,0,0,0,4,0,0.0,0.0,1.5,1.5,0.16,0.06,0,2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,811,923,87.9,19885,13212,4,1.5,0.2,2.5,4,21,1,0,2,817,106,29,1,2,0,0,0,0,0,0,811,0,0,0,0,0,2,0.0,2,0,0,0,1,1,11,4,6,0.23,6,0,0,0,0,0,4,0.16,975,689,962,13,0,0,975,0,0,,0,,654,3060,1981,0,0,0,1,0,616,0,4,0,0,1,0,0,0,1,0,0,1,0,42,4,1,80.0,26.0,1.01,78.0,53.0,69.2,16.0,4.0,6.0,10.0,38.5,2.0,2.0,0.0,0.0,30.0,0.37,5.0,0.19,72.0,165.0,43.6,846.0,108.0,17.4,27.9,224.0,13.0,5.8,49.0,1.9,17.5,2024-2025
812,Éderson,br BRA,MF,Atalanta,it Serie A,25.0,1999.0,37,32,2881,32.0,4,1,5,4,0,0,5,1,4.1,4.1,4.3,8.4,0.16,0.26,40,216,79,39,12,30.8,1.22,0.37,0.1,0.33,17.5,0,0,0,4.1,4.1,0.1,-0.1,-0.1,1700,1966,86.5,31285,8498,1,4.3,4.8,-3.3,37,193,41,5,216,1902,58,51,6,30,23,5,2,0,1,0,1700,52,32,19,28,5,34,64.7,12,30,6,24,35,87,36,1,98,3.06,78,2,6,6,2,4,10,0.31,2308,63,490,1273,572,56,2308,52,23,44.2,26,50.0,1490,7017,3366,40,57,12,44,41,1702,79,5,1,1,31,53,0,23,35,32,0,0,0,186,53,36,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
814,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26.0,1997.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1,2,50.0,9,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,3,1,3,0,0,0,3,0,0,,0,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
815,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,2,1,115,1.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.34,3,4,7,5,1,20.0,3.91,0.78,0.0,0.0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,17,28,60.7,230,46,0,0.0,0.0,0.0,1,2,0,0,4,28,0,0,0,0,1,0,0,0,0,0,17,1,0,0,1,0,2,0.0,2,1,0,1,0,1,1,0,1,0.78,1,0,0,0,0,0,0,0.0,45,1,4,23,18,8,45,1,0,0.0,1,100.0,24,117,56,3,1,2,4,1,26,7,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
816,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,26.0,1998.0,4,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.13,0,1,2,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,6,8,75.0,59,5,0,0.0,0.0,0.0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,0,0,,0,0,0,0,0,1,1,0,2,6.21,2,0,0,0,0,0,0,0.0,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
817,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21.0,2003.0,2,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,0.14,6,4,23,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,25,33,75.8,316,67,0,0.1,0.2,-0.1,1,0,3,0,4,33,0,0,0,0,4,0,0,0,0,0,25,3,1,0,1,2,2,100.0,0,0,0,0,0,3,0,0,4,5.54,3,0,0,0,1,0,0,0.0,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23,1,0,0,2,1,0,4,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
818,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21.0,2003.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,5,5,100.0,109,0,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
821,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29.0,1995.0,33,30,2498,27.8,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.5,0.04,0.12,54,55,116,14,4,28.6,0.5,0.14,0.0,0.0,15.9,0,0,0,1.2,1.2,0.09,-1.2,-1.2,753,982,76.7,12800,4096,1,2.2,1.8,-1.2,22,29,21,16,55,751,229,7,1,1,61,222,0,0,0,0,753,55,35,31,18,6,41,61.0,16,41,14,27,23,78,70,5,51,1.84,39,4,1,3,3,1,2,0.07,1272,81,381,520,386,35,1272,30,12,40.0,15,50.0,576,2970,1506,54,36,9,29,21,629,116,5,0,0,33,33,5,61,23,35,0,0,0,110,29,33,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
822,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26.0,1998.0,25,9,966,10.7,2,1,3,2,0,0,0,0,1.1,1.1,1.9,3.0,0.28,0.28,75,38,101,20,8,40.0,1.86,0.75,0.1,0.25,18.3,0,0,0,1.1,1.1,0.05,0.9,0.9,363,445,81.6,5949,1122,1,1.9,1.2,-0.9,21,18,20,5,38,409,35,0,2,8,22,12,23,11,1,0,363,19,13,8,9,2,20,45.0,11,12,0,12,5,24,8,0,45,4.19,28,5,9,0,3,0,2,0.19,612,6,66,272,292,43,612,85,47,55.3,33,38.8,416,3355,1898,75,35,26,35,22,443,101,0,0,0,6,16,4,22,5,13,0,0,0,63,4,9,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
823,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17.0,2006.0,24,6,769,8.5,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,0.23,0.27,4,14,51,10,3,30.0,1.17,0.35,0.1,0.33,15.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,110,165,66.7,1427,387,1,1.0,0.6,0.0,11,8,4,0,14,156,7,0,3,0,10,2,1,0,0,0,110,7,4,4,1,2,9,44.4,5,10,1,9,2,9,5,0,21,2.46,15,0,0,2,4,0,2,0.23,254,9,34,96,130,26,254,13,4,30.8,6,46.2,130,631,163,4,5,5,34,9,170,51,1,0,0,15,13,3,10,2,4,0,0,0,32,15,32,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
825,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24.0,2000.0,34,20,1892,21.0,3,2,5,3,0,0,2,0,2.8,2.8,1.3,4.1,0.24,0.19,34,72,86,27,9,33.3,1.28,0.43,0.11,0.33,18.3,0,0,0,2.8,2.8,0.1,0.2,0.2,550,690,79.7,8583,2061,2,1.3,1.2,0.7,15,42,11,2,72,644,43,6,2,5,12,32,4,1,1,0,550,36,25,10,22,4,35,51.4,17,26,4,22,12,48,26,0,38,1.81,29,2,2,3,1,1,6,0.29,868,29,148,445,287,39,868,30,10,33.3,17,56.7,457,2429,1209,34,28,5,23,7,560,86,2,0,0,29,14,2,12,12,25,0,0,0,82,18,13,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
827,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22.0,2002.0,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0.0,0.1,8,5,19,4,1,25.0,1.94,0.48,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,30,44,68.2,444,85,0,0.1,0.1,-0.1,2,2,2,0,5,43,1,0,0,0,0,1,0,0,0,0,30,4,3,0,2,2,3,100.0,0,2,1,1,1,5,1,0,6,2.9,3,0,3,0,0,0,0,0.0,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19,1,0,0,3,5,1,0,1,3,0,0,0,10,2,7,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
828,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30.0,1994.0,18,3,555,6.2,1,3,4,1,0,0,1,0,2.8,2.8,0.8,3.5,0.65,0.57,7,8,42,18,6,33.3,2.92,0.97,0.06,0.17,13.0,0,0,0,2.8,2.8,0.15,-1.8,-1.8,72,107,67.3,1030,181,3,0.8,0.2,2.2,8,6,1,0,8,99,7,0,1,0,3,0,0,0,0,0,72,3,3,1,1,1,1,100.0,0,4,1,3,1,4,6,0,14,2.27,11,0,0,2,1,0,3,0.49,174,6,18,70,89,26,174,10,3,30.0,7,70.0,97,487,217,7,4,4,17,12,125,42,1,0,0,15,9,5,3,1,3,0,0,0,20,12,19,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
830,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22.0,2002.0,38,31,2501,27.8,6,11,17,6,0,0,1,0,4.5,4.5,5.7,10.1,0.61,0.36,102,63,229,44,24,54.5,1.58,0.86,0.14,0.25,17.6,6,0,0,4.5,4.5,0.1,1.5,1.5,540,827,65.3,8021,2660,11,5.7,5.1,5.3,50,32,26,8,63,697,126,31,3,0,185,6,86,43,39,0,540,19,14,8,8,3,17,29.4,12,11,1,10,6,25,25,0,102,3.67,56,23,5,7,11,0,18,0.65,1115,29,136,319,679,110,1115,83,25,30.1,39,47.0,600,4509,2544,102,45,48,79,43,764,229,1,0,0,9,47,18,185,6,14,0,0,0,89,24,37,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
832,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22.0,2002.0,36,29,2470,27.4,2,2,4,2,0,0,2,0,1.1,1.1,1.6,2.7,0.15,0.1,33,36,92,21,4,19.0,0.77,0.15,0.1,0.5,18.1,0,0,0,1.1,1.1,0.05,0.9,0.9,431,607,71.0,6351,2076,2,1.6,1.8,0.4,20,23,8,1,36,552,54,1,2,2,28,52,0,0,0,0,431,58,26,37,14,7,61,54.1,28,42,5,37,17,75,79,0,46,1.68,32,1,4,3,5,1,5,0.18,938,59,263,365,323,51,938,42,16,38.1,21,50.0,460,2324,1153,33,21,10,48,19,518,92,2,0,0,22,44,2,28,17,26,0,0,0,74,16,16,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
833,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21.0,2003.0,18,2,371,4.1,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,0.73,0.69,10,44,30,17,4,23.5,4.12,0.97,0.06,0.25,16.9,1,0,0,1.8,1.8,0.1,-0.8,-0.8,240,292,82.2,4164,1016,2,1.1,0.7,0.9,10,26,6,0,44,267,22,2,1,3,12,8,6,3,1,0,240,5,3,3,1,1,8,25.0,6,7,2,5,1,6,3,1,21,5.11,17,3,1,0,0,0,3,0.73,339,5,32,164,144,21,339,9,4,44.4,4,44.4,188,872,408,10,11,5,5,4,253,30,1,0,0,0,1,1,12,1,3,0,0,0,15,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
834,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24.0,1999.0,13,12,1021,11.3,4,0,4,4,0,0,0,0,1.4,1.4,0.4,1.8,0.35,0.16,42,34,58,19,9,47.4,1.67,0.79,0.21,0.44,19.3,0,0,0,1.4,1.4,0.07,2.6,2.6,270,336,80.4,4155,1051,0,0.4,1.1,-0.4,9,22,15,5,34,321,13,0,0,3,23,10,2,1,0,0,270,10,7,3,5,2,10,40.0,6,8,2,6,6,16,5,2,29,2.56,19,0,4,4,2,0,3,0.26,444,5,44,187,220,38,444,38,13,34.2,20,52.6,303,2280,1175,42,28,14,22,10,324,58,0,0,0,13,14,2,23,6,7,0,0,0,33,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
836,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30.0,1994.0,22,16,1457,16.2,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,0.0,0.04,17,51,4,4,0,0.0,0.25,0.0,0.0,,8.2,0,0,0,0.4,0.4,0.11,-0.4,-0.4,775,907,85.4,14645,4879,0,0.2,0.4,-0.2,4,58,2,0,51,844,59,29,3,5,4,28,0,0,0,0,775,20,11,15,3,2,19,57.9,8,17,12,5,11,31,96,0,11,0.68,11,0,0,0,0,0,1,0.06,1092,100,462,581,53,12,1092,8,3,37.5,4,50.0,624,3425,1854,17,6,1,14,6,709,4,2,1,0,25,18,1,4,11,11,0,0,0,53,29,25,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
838,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32.0,1992.0,35,18,1607,17.9,1,1,2,1,0,0,4,0,2.1,2.1,2.7,4.8,0.11,0.27,47,45,114,37,12,32.4,2.07,0.67,0.03,0.08,22.1,2,0,0,2.1,2.1,0.06,-1.1,-1.1,383,599,63.9,6104,1485,1,2.7,2.5,-1.7,20,23,17,10,45,527,69,20,4,2,114,11,35,20,9,0,383,41,20,17,17,7,47,38.3,29,18,1,17,13,54,14,2,46,2.58,28,10,1,1,6,0,2,0.11,847,17,104,333,433,44,847,56,20,35.7,30,53.6,467,2748,1257,47,33,12,61,24,527,114,4,0,0,25,21,14,114,13,20,0,0,0,67,13,33,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
841,Emerson,br BRA,DF,Milan,it Serie A,25.0,1999.0,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,0.0,0.07,23,68,71,10,2,20.0,0.65,0.13,0.0,0.0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4,784,909,86.2,12560,3198,0,0.7,1.1,-0.7,15,44,14,5,68,796,110,26,0,3,45,84,0,0,0,0,784,45,28,24,16,5,34,47.1,18,13,2,11,14,59,56,0,33,2.16,29,0,0,2,2,0,1,0.07,1102,56,312,526,271,22,1102,18,7,38.9,9,50.0,584,2423,1228,23,19,3,18,10,710,71,5,0,0,34,32,0,45,14,28,0,0,0,59,24,14,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-2025
